route_id,vehicle_id,vehicle_instance_id,vehicle_type_id,energy_type,stop_seq,customer_id,is_green,service_unit_ids,delivered_weight,delivered_volume,customer_tw_start,customer_tw_start_time,customer_tw_end,customer_tw_end_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,waiting_minutes,late_minutes,green_access_violation
S0063,T1_014,T1_014,1,燃油,2,13,True,"[""C013_S001_OF_001""]",540.0868,1.27918,730,12:10:00,786,13:06:00,960.388477,16:00:23,960.388477,16:00:23,980.388477,16:20:23,0.0,174.388477,False
S0063,T1_014,T1_014,1,燃油,3,48,False,"[""C048_S001_OF_012"", ""C048_S002_OF_012""]",1433.121267,3.641583,966,16:06:00,1048,17:28:00,989.917627,16:29:55,989.917627,16:29:55,1009.917627,16:49:55,0.0,0.0,False
S0064,T1_014,T1_014,1,燃油,1,48,False,"[""C048_S003_OF_012"", ""C048_S004_OF_012"", ""C048_S005_OF_012"", ""C048_S006_OF_012""]",2866.242533,7.283166,966,16:06:00,1048,17:28:00,1140.641817,19:00:39,1140.641817,19:00:39,1160.641817,19:20:39,0.0,92.641817,False
S0065,T1_012,T1_012,1,燃油,1,48,False,"[""C048_S007_OF_012"", ""C048_S008_OF_012"", ""C048_S009_OF_012"", ""C048_S010_OF_012""]",2866.242533,7.283166,966,16:06:00,1048,17:28:00,1170.641817,19:30:39,1170.641817,19:30:39,1190.641817,19:50:39,0.0,122.641817,False
S0066,T1_015,T1_015,1,燃油,1,48,False,"[""C048_S011_OF_012"", ""C048_S012_OF_012""]",1433.121267,3.641583,966,16:06:00,1048,17:28:00,1009.641817,16:49:39,1009.641817,16:49:39,1029.641817,17:09:39,0.0,0.0,False
S0066,T1_015,T1_015,1,燃油,2,25,False,"[""C025_S001_OF_004"", ""C025_S002_OF_004""]",1264.06755,2.669195,979,16:19:00,1049,17:29:00,1038.631364,17:18:38,1038.631364,17:18:38,1058.631364,17:38:38,0.0,0.0,False
S0067,T1_015,T1_015,1,燃油,1,25,False,"[""C025_S003_OF_004"", ""C025_S004_OF_004""]",1264.06755,2.669195,979,16:19:00,1049,17:29:00,1197.188399,19:57:11,1197.188399,19:57:11,1217.188399,20:17:11,0.0,148.188399,False
S0067,T1_015,T1_015,1,燃油,2,92,False,"[""C092_S001_OF_003"", ""C092_S002_OF_003"", ""C092_S003_OF_003""]",1524.5125,3.82045,887,14:47:00,967,16:07:00,1240.12041,20:40:07,1240.12041,20:40:07,1260.12041,21:00:07,0.0,273.12041,False
S0068,T1_013,T1_013,1,燃油,1,47,False,"[""C047_S001_OF_004"", ""C047_S002_OF_004"", ""C047_S003_OF_004"", ""C047_S004_OF_004""]",2791.514978,8.09606,1135,18:55:00,1195,19:55:00,1193.017464,19:53:01,1193.017464,19:53:01,1213.017464,20:13:01,0.0,0.0,False
S0070,T4_001,T4_001,4,新能源,1,88,False,"[""C088_S001_OF_001""]",79.6007,0.53748,604,10:04:00,679,11:19:00,605.43785,10:05:26,605.43785,10:05:26,625.43785,10:25:26,0.0,0.0,False
S0070,T4_001,T4_001,4,新能源,2,60,False,"[""C060_S001_OF_014"", ""C060_S002_OF_014"", ""C060_S003_OF_014"", ""C060_S004_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,645.799821,10:45:48,645.799821,10:45:48,665.799821,11:05:48,0.0,0.0,False
S0071,T4_002,T4_002,4,新能源,1,60,False,"[""C060_S005_OF_014"", ""C060_S006_OF_014"", ""C060_S007_OF_014"", ""C060_S008_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,631.142528,10:31:09,631.142528,10:31:09,651.142528,10:51:09,0.0,0.0,False
S0072,T1_014,T1_014,1,燃油,1,60,False,"[""C060_S009_OF_014"", ""C060_S010_OF_014"", ""C060_S011_OF_014"", ""C060_S012_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,631.142528,10:31:09,631.142528,10:31:09,651.142528,10:51:09,0.0,0.0,False
S0073,T1_016,T1_016,1,燃油,1,60,False,"[""C060_S013_OF_014"", ""C060_S014_OF_014""]",1415.232743,3.716799,623,10:23:00,696,11:36:00,694.127091,11:34:08,694.127091,11:34:08,714.127091,11:54:08,0.0,0.0,False
S0073,T1_016,T1_016,1,燃油,2,72,False,"[""C072_S001_OF_004"", ""C072_S002_OF_004""]",1362.6616,3.75028,1153,19:13:00,1235,20:35:00,782.804037,13:02:48,1153.0,19:13:00,1173.0,19:33:00,370.195963,0.0,False
S0074,T1_011,T1_011,1,燃油,1,72,False,"[""C072_S003_OF_004"", ""C072_S004_OF_004""]",1362.6616,3.75028,1153,19:13:00,1235,20:35:00,1300.397172,21:40:24,1300.397172,21:40:24,1320.397172,22:00:24,0.0,65.397172,False
S0074,T1_011,T1_011,1,燃油,2,68,False,"[""C068_S001_OF_010"", ""C068_S002_OF_010""]",1482.99748,3.48658,1111,18:31:00,1188,19:48:00,1345.18204,22:25:11,1345.18204,22:25:11,1365.18204,22:45:11,0.0,157.18204,False
S0075,T1_005,T1_005,1,燃油,1,68,False,"[""C068_S003_OF_010"", ""C068_S004_OF_010"", ""C068_S005_OF_010"", ""C068_S006_OF_010""]",2965.99496,6.97316,1111,18:31:00,1188,19:48:00,1316.251713,21:56:15,1316.251713,21:56:15,1336.251713,22:16:15,0.0,128.251713,False
S0076,T1_014,T1_014,1,燃油,1,68,False,"[""C068_S007_OF_010"", ""C068_S008_OF_010"", ""C068_S009_OF_010"", ""C068_S010_OF_010""]",2965.99496,6.97316,1111,18:31:00,1188,19:48:00,1316.251713,21:56:15,1316.251713,21:56:15,1336.251713,22:16:15,0.0,128.251713,False
S0077,T1_015,T1_015,1,燃油,1,41,False,"[""C041_S001_OF_004"", ""C041_S002_OF_004"", ""C041_S003_OF_004"", ""C041_S004_OF_004""]",2786.4185,7.982144,758,12:38:00,831,13:51:00,831.555552,13:51:33,831.555552,13:51:33,851.555552,14:11:33,0.0,0.555552,False
S0078,T1_017,T1_017,1,燃油,1,65,False,"[""C065_S001_OF_009"", ""C065_S002_OF_009"", ""C065_S003_OF_009"", ""C065_S004_OF_009""]",2912.260756,7.903493,957,15:57:00,1043,17:23:00,958.001021,15:58:00,958.001021,15:58:00,978.001021,16:18:00,0.0,0.0,False
S0079,T1_017,T1_017,1,燃油,1,65,False,"[""C065_S005_OF_009"", ""C065_S006_OF_009"", ""C065_S007_OF_009"", ""C065_S008_OF_009""]",2912.260756,7.903493,957,15:57:00,1043,17:23:00,1153.62249,19:13:37,1153.62249,19:13:37,1173.62249,19:33:37,0.0,110.62249,False
S0080,T1_018,T1_018,1,燃油,1,65,False,"[""C065_S009_OF_009""]",728.065189,1.975873,957,15:57:00,1043,17:23:00,1026.62249,17:06:37,1026.62249,17:06:37,1046.62249,17:26:37,0.0,0.0,False
S0080,T1_018,T1_018,1,燃油,2,29,False,"[""C029_S001_OF_002"", ""C029_S002_OF_002""]",873.945,2.04764,1058,17:38:00,1143,19:03:00,1058.026546,17:38:02,1058.026546,17:38:02,1078.026546,17:58:02,0.0,0.0,False
S0080,T1_018,T1_018,1,燃油,3,69,False,"[""C069_S001_OF_004"", ""C069_S002_OF_004""]",1144.44295,3.03201,946,15:46:00,1029,17:09:00,1087.160036,18:07:10,1087.160036,18:07:10,1107.160036,18:27:10,0.0,58.160036,False
S0081,T1_019,T1_019,1,燃油,1,74,False,"[""C074_S002_OF_006""]",737.125067,1.82312,791,13:11:00,850,14:10:00,851.431333,14:11:26,851.431333,14:11:26,871.431333,14:31:26,0.0,1.431333,False
S0081,T1_019,T1_019,1,燃油,2,69,False,"[""C069_S003_OF_004"", ""C069_S004_OF_004""]",1144.44295,3.03201,946,15:46:00,1029,17:09:00,920.374607,15:20:22,946.0,15:46:00,966.0,16:06:00,25.625393,0.0,False
S0081,T1_019,T1_019,1,燃油,3,63,False,"[""C063_S001_OF_012""]",724.415833,1.981488,952,15:52:00,1034,17:14:00,985.312968,16:25:19,985.312968,16:25:19,1005.312968,16:45:19,0.0,0.0,False
S0082,T1_019,T1_019,1,燃油,1,63,False,"[""C063_S002_OF_012"", ""C063_S003_OF_012"", ""C063_S004_OF_012"", ""C063_S005_OF_012""]",2897.663333,7.92595,952,15:52:00,1034,17:14:00,1189.965881,19:49:58,1189.965881,19:49:58,1209.965881,20:09:58,0.0,155.965881,False
S0083,T1_020,T1_020,1,燃油,1,63,False,"[""C063_S006_OF_012"", ""C063_S007_OF_012"", ""C063_S008_OF_012"", ""C063_S009_OF_012""]",2897.663333,7.92595,952,15:52:00,1034,17:14:00,951.847237,15:51:51,952.0,15:52:00,972.0,16:12:00,0.152763,0.0,False
S0084,T1_020,T1_020,1,燃油,1,63,False,"[""C063_S010_OF_012"", ""C063_S011_OF_012"", ""C063_S012_OF_012""]",2173.2475,5.944463,952,15:52:00,1034,17:14:00,1133.965881,18:53:58,1133.965881,18:53:58,1153.965881,19:13:58,0.0,99.965881,False
S0084,T1_020,T1_020,1,燃油,2,80,False,"[""C080_S001_OF_001""]",506.3405,1.90288,1061,17:41:00,1114,18:34:00,1176.317039,19:36:19,1176.317039,19:36:19,1196.317039,19:56:19,0.0,62.317039,False
S0085,T1_021,T1_021,1,燃油,1,24,False,"[""C024_S001_OF_002"", ""C024_S002_OF_002""]",1262.1673,2.95599,1011,16:51:00,1096,18:16:00,1010.815729,16:50:49,1011.0,16:51:00,1031.0,17:11:00,0.184271,0.0,False
S0085,T1_021,T1_021,1,燃油,2,36,False,"[""C036_S001_OF_005"", ""C036_S002_OF_005""]",1323.70188,4.123104,916,15:16:00,981,16:21:00,1041.931516,17:21:56,1041.931516,17:21:56,1061.931516,17:41:56,0.0,60.931516,False
S0086,T1_022,T1_022,1,燃油,1,74,False,"[""C074_S001_OF_006""]",737.125067,1.82312,791,13:11:00,850,14:10:00,850.013611,14:10:01,850.013611,14:10:01,870.013611,14:30:01,0.0,0.013611,False
S0086,T1_022,T1_022,1,燃油,2,36,False,"[""C036_S003_OF_005"", ""C036_S004_OF_005"", ""C036_S005_OF_005""]",1985.55282,6.184656,916,15:16:00,981,16:21:00,893.660029,14:53:40,916.0,15:16:00,936.0,15:36:00,22.339971,0.0,False
S0086,T1_022,T1_022,1,燃油,3,90,False,"[""C090_S001_OF_001""]",100.6088,0.22653,830,13:50:00,909,15:09:00,965.82431,16:05:49,965.82431,16:05:49,985.82431,16:25:49,0.0,56.82431,False
S0087,T1_021,T1_021,1,燃油,1,59,False,"[""C059_S001_OF_012"", ""C059_S002_OF_012"", ""C059_S003_OF_012"", ""C059_S004_OF_012""]",2940.488171,7.748357,675,11:15:00,759,12:39:00,689.125327,11:29:08,689.125327,11:29:08,709.125327,11:49:08,0.0,0.0,False
S0088,T1_018,T1_018,1,燃油,1,59,False,"[""C059_S005_OF_012"", ""C059_S006_OF_012"", ""C059_S007_OF_012"", ""C059_S008_OF_012""]",2940.488171,7.748357,675,11:15:00,759,12:39:00,689.125327,11:29:08,689.125327,11:29:08,709.125327,11:49:08,0.0,0.0,False
S0089,T1_013,T1_013,1,燃油,1,59,False,"[""C059_S009_OF_012"", ""C059_S010_OF_012"", ""C059_S011_OF_012"", ""C059_S012_OF_012""]",2940.488171,7.748357,675,11:15:00,759,12:39:00,689.125327,11:29:08,689.125327,11:29:08,709.125327,11:49:08,0.0,0.0,False
S0090,T1_023,T1_023,1,燃油,1,83,False,"[""C083_S001_OF_002""]",463.42045,1.39658,828,13:48:00,883,14:43:00,882.844611,14:42:51,882.844611,14:42:51,902.844611,15:02:51,0.0,0.0,False
S0090,T1_023,T1_023,1,燃油,2,84,False,"[""C084_S001_OF_003"", ""C084_S002_OF_003"", ""C084_S003_OF_003""]",1605.2619,4.36803,974,16:14:00,1029,17:09:00,1005.507782,16:45:30,1005.507782,16:45:30,1025.507782,17:05:30,0.0,0.0,False
S0090,T1_023,T1_023,1,燃油,3,55,False,"[""C055_S001_OF_017""]",717.508665,1.874482,1075,17:55:00,1152,19:12:00,1043.192261,17:23:12,1075.0,17:55:00,1095.0,18:15:00,31.807739,0.0,False
S0091,T1_022,T1_022,1,燃油,1,55,False,"[""C055_S002_OF_017"", ""C055_S003_OF_017"", ""C055_S004_OF_017"", ""C055_S005_OF_017""]",2870.034659,7.497927,1075,17:55:00,1152,19:12:00,1221.937807,20:21:56,1221.937807,20:21:56,1241.937807,20:41:56,0.0,69.937807,False
S0092,T1_021,T1_021,1,燃油,1,55,False,"[""C055_S006_OF_017"", ""C055_S007_OF_017"", ""C055_S008_OF_017"", ""C055_S009_OF_017""]",2870.034659,7.497927,1075,17:55:00,1152,19:12:00,1281.937807,21:21:56,1281.937807,21:21:56,1301.937807,21:41:56,0.0,129.937807,False
S0093,T1_018,T1_018,1,燃油,1,55,False,"[""C055_S010_OF_017"", ""C055_S011_OF_017"", ""C055_S012_OF_017"", ""C055_S013_OF_017""]",2870.034659,7.497927,1075,17:55:00,1152,19:12:00,1341.937807,22:21:56,1341.937807,22:21:56,1361.937807,22:41:56,0.0,189.937807,False
S0094,T1_023,T1_023,1,燃油,1,55,False,"[""C055_S014_OF_017"", ""C055_S015_OF_017"", ""C055_S016_OF_017"", ""C055_S017_OF_017""]",2870.034659,7.497927,1075,17:55:00,1152,19:12:00,1341.937807,22:21:56,1341.937807,22:21:56,1361.937807,22:41:56,0.0,189.937807,False
S0095,T1_024,T1_024,1,燃油,1,89,False,"[""C089_S001_OF_001""]",46.248,0.2733,971,16:11:00,1033,17:13:00,1033.428225,17:13:26,1033.428225,17:13:26,1053.428225,17:33:26,0.0,0.428225,False
S0095,T1_024,T1_024,1,燃油,2,19,False,"[""C019_S001_OF_001""]",9.3722,0.07403,1155,19:15:00,1228,20:28:00,1065.197616,17:45:12,1155.0,19:15:00,1175.0,19:35:00,89.802384,0.0,False
S0095,T1_024,T1_024,1,燃油,3,50,False,"[""C050_S001_OF_011"", ""C050_S002_OF_011"", ""C050_S003_OF_011"", ""C050_S004_OF_011""]",2891.749127,7.860432,1209,20:09:00,1258,20:58:00,1199.788927,19:59:47,1209.0,20:09:00,1229.0,20:29:00,9.211073,0.0,False
S0096,T1_013,T1_013,1,燃油,1,50,False,"[""C050_S005_OF_011"", ""C050_S006_OF_011"", ""C050_S007_OF_011"", ""C050_S008_OF_011""]",2891.749127,7.860432,1209,20:09:00,1258,20:58:00,1377.476683,22:57:29,1377.476683,22:57:29,1397.476683,23:17:29,0.0,119.476683,False
S0097,T1_016,T1_016,1,燃油,1,50,False,"[""C050_S009_OF_011"", ""C050_S010_OF_011"", ""C050_S011_OF_011""]",2168.811845,5.895324,1209,20:09:00,1258,20:58:00,1377.476683,22:57:29,1377.476683,22:57:29,1397.476683,23:17:29,0.0,119.476683,False
S0097,T1_016,T1_016,1,燃油,2,51,False,"[""C051_S001_OF_005""]",696.070044,1.951862,1053,17:33:00,1119,18:39:00,1453.452502,00:13:27,1453.452502,00:13:27,1473.452502,00:33:27,0.0,334.452502,False
S0098,T1_025,T1_025,1,燃油,1,51,False,"[""C051_S002_OF_005"", ""C051_S003_OF_005"", ""C051_S004_OF_005"", ""C051_S005_OF_005""]",2784.280174,7.807448,1053,17:33:00,1119,18:39:00,1057.573874,17:37:34,1057.573874,17:37:34,1077.573874,17:57:34,0.0,0.0,False
S0099,T1_026,T1_026,1,燃油,1,30,False,"[""C030_S001_OF_001""]",334.852,0.73178,692,11:32:00,782,13:02:00,689.978791,11:29:59,692.0,11:32:00,712.0,11:52:00,2.021209,0.0,False
S0099,T1_026,T1_026,1,燃油,2,86,False,"[""C086_S001_OF_001""]",532.895,2.84858,606,10:06:00,695,11:35:00,763.863031,12:43:52,763.863031,12:43:52,783.863031,13:03:52,0.0,68.863031,False
S0099,T1_026,T1_026,1,燃油,3,74,False,"[""C074_S003_OF_006""]",737.125067,1.82312,791,13:11:00,850,14:10:00,844.516758,14:04:31,844.516758,14:04:31,864.516758,14:24:31,0.0,0.0,False
S0099,T1_026,T1_026,1,燃油,4,53,False,"[""C053_S001_OF_010"", ""C053_S002_OF_010""]",1392.76918,3.751748,1079,17:59:00,1132,18:52:00,899.130463,14:59:08,1079.0,17:59:00,1099.0,18:19:00,179.869537,0.0,False
S0100,T4_005,T4_005,4,新能源,1,53,False,"[""C053_S003_OF_010"", ""C053_S004_OF_010"", ""C053_S005_OF_010"", ""C053_S006_OF_010""]",2785.53836,7.503496,1079,17:59:00,1132,18:52:00,1084.107835,18:04:06,1084.107835,18:04:06,1104.107835,18:24:06,0.0,0.0,False
S0101,T1_026,T1_026,1,燃油,1,53,False,"[""C053_S007_OF_010"", ""C053_S008_OF_010"", ""C053_S009_OF_010"", ""C053_S010_OF_010""]",2785.53836,7.503496,1079,17:59:00,1132,18:52:00,1175.107835,19:35:06,1175.107835,19:35:06,1195.107835,19:55:06,0.0,43.107835,False
S0102,T4_008,T4_008,4,新能源,1,49,False,"[""C049_S001_OF_006"", ""C049_S002_OF_006"", ""C049_S003_OF_006"", ""C049_S004_OF_006""]",2991.224,9.025967,786,13:06:00,842,14:02:00,858.149681,14:18:09,858.149681,14:18:09,878.149681,14:38:09,0.0,16.149681,False
S0103,T1_025,T1_025,1,燃油,1,49,False,"[""C049_S005_OF_006"", ""C049_S006_OF_006""]",1495.612,4.512983,786,13:06:00,842,14:02:00,842.149681,14:02:09,842.149681,14:02:09,862.149681,14:22:09,0.0,0.149681,False
S0103,T1_025,T1_025,1,燃油,2,57,False,"[""C057_S001_OF_009"", ""C057_S002_OF_009""]",1468.811778,3.758784,878,14:38:00,959,15:59:00,874.333867,14:34:20,878.0,14:38:00,898.0,14:58:00,3.666133,0.0,False
S0104,T4_004,T4_004,4,新能源,1,57,False,"[""C057_S003_OF_009"", ""C057_S004_OF_009"", ""C057_S005_OF_009"", ""C057_S006_OF_009""]",2937.623556,7.517569,878,14:38:00,959,15:59:00,916.745974,15:16:45,916.745974,15:16:45,936.745974,15:36:45,0.0,0.0,False
S0105,T1_027,T1_027,1,燃油,1,57,False,"[""C057_S007_OF_009"", ""C057_S008_OF_009"", ""C057_S009_OF_009""]",2203.217667,5.638177,878,14:38:00,959,15:59:00,877.719846,14:37:43,878.0,14:38:00,898.0,14:58:00,0.280154,0.0,False
S0105,T1_027,T1_027,1,燃油,2,37,False,"[""C037_S001_OF_001""]",564.949,1.8194,565,09:25:00,643,10:43:00,934.592594,15:34:36,934.592594,15:34:36,954.592594,15:54:36,0.0,291.592594,False
