route_id,route_seq,vehicle_id,vehicle_instance_id,vehicle_type_id,energy_type,departure_min,departure_time,return_to_depot_min,return_to_depot_time,stop_count,service_unit_count,customer_sequence,service_unit_ids,total_weight,total_volume,distance_km,route_total_cost_with_startup,energy_cost,carbon_cost,waiting_cost,late_cost,feasible,violations
S0092,89,T1_021,T1_021,1,燃油,1170,19:30:00,1413.875614,23:33:53,1,4,55,"[""C055_S006_OF_017"", ""C055_S007_OF_017"", ""C055_S008_OF_017"", ""C055_S009_OF_017""]",2870.034659,7.497927,132.086612,885.059815,309.456312,67.321997,0.0,108.281506,True,[]
S0093,90,T1_018,T1_018,1,燃油,1230,20:30:00,1473.875614,00:33:53,1,4,55,"[""C055_S010_OF_017"", ""C055_S011_OF_017"", ""C055_S012_OF_017"", ""C055_S013_OF_017""]",2870.034659,7.497927,132.086612,935.059815,309.456312,67.321997,0.0,158.281506,True,[]
S0094,91,T1_023,T1_023,1,燃油,1230,20:30:00,1473.875614,00:33:53,1,4,55,"[""C055_S014_OF_017"", ""C055_S015_OF_017"", ""C055_S016_OF_017"", ""C055_S017_OF_017""]",2870.034659,7.497927,132.086612,935.059815,309.456312,67.321997,0.0,158.281506,True,[]
S0095,92,T1_024,T1_024,1,燃油,893,14:53:00,1348.476683,22:28:29,3,6,89->19->50,"[""C089_S001_OF_001"", ""C019_S001_OF_001"", ""C050_S001_OF_011"", ""C050_S002_OF_011"", ""C050_S003_OF_011"", ""C050_S004_OF_011""]",2947.369327,8.207762,177.23497,957.332554,430.349082,93.622132,33.004486,0.356854,True,[]
S0096,93,T1_013,T1_013,1,燃油,1258,20:58:00,1516.953367,01:16:57,1,4,50,"[""C050_S005_OF_011"", ""C050_S006_OF_011"", ""C050_S007_OF_011"", ""C050_S008_OF_011""]",2891.749127,7.860432,140.982486,902.206448,330.699178,71.943367,0.0,99.563903,True,[]
S0097,94,T1_016,T1_016,1,燃油,1258,20:58:00,1541.026376,01:41:02,2,4,50->51,"[""C050_S009_OF_011"", ""C050_S010_OF_011"", ""C050_S011_OF_011"", ""C051_S001_OF_005""]",2864.881889,7.847186,143.385562,1193.405115,340.956051,74.174742,0.0,378.274321,True,[]
S0098,95,T1_025,T1_025,1,燃油,990,16:30:00,1145.147749,19:05:09,1,4,51,"[""C051_S002_OF_005"", ""C051_S003_OF_005"", ""C051_S004_OF_005"", ""C051_S005_OF_005""]",2784.280174,7.807448,79.737172,626.359547,185.914075,40.445473,0.0,0.0,True,[]
S0099,96,T1_026,T1_026,1,燃油,662,11:02:00,1134.107835,18:54:06,4,5,30->86->74->53,"[""C030_S001_OF_001"", ""C086_S001_OF_001"", ""C074_S003_OF_006"", ""C053_S001_OF_010"", ""C053_S002_OF_010""]",2997.641247,9.155228,133.496887,910.941319,322.718118,70.207093,60.630249,57.38586,True,[]
S0100,97,T4_005,T4_005,4,新能源,1049,17:29:00,1139.21567,18:59:13,1,4,53,"[""C053_S003_OF_010"", ""C053_S004_OF_010"", ""C053_S005_OF_010"", ""C053_S006_OF_010""]",2785.53836,7.503496,41.427245,431.898127,26.613552,5.284575,0.0,0.0,True,[]
S0101,98,T1_026,T1_026,1,燃油,1140,19:00:00,1230.21567,20:30:13,1,4,53,"[""C053_S007_OF_010"", ""C053_S008_OF_010"", ""C053_S009_OF_010"", ""C053_S010_OF_010""]",2785.53836,7.503496,41.427245,553.536044,96.598019,21.014829,0.0,35.923196,True,[]
S0102,99,T4_008,T4_008,4,新能源,840,14:00:00,896.299363,14:56:18,1,4,49,"[""C049_S001_OF_006"", ""C049_S002_OF_006"", ""C049_S003_OF_006"", ""C049_S004_OF_006""]",2991.224,9.025967,33.455913,439.591596,21.803976,4.329552,0.0,13.458068,True,[]
S0103,100,T1_025,T1_025,1,燃油,824,13:44:00,947.988912,15:47:59,2,4,49->57,"[""C049_S005_OF_006"", ""C049_S006_OF_006"", ""C057_S001_OF_009"", ""C057_S002_OF_009""]",2964.423778,8.271768,58.114506,559.552306,129.937679,28.267848,1.222044,0.124734,True,[]
S0104,101,T4_004,T4_004,4,新能源,878,14:38:00,987.85918,16:27:52,1,4,57,"[""C057_S003_OF_009"", ""C057_S004_OF_009"", ""C057_S005_OF_009"", ""C057_S006_OF_009""]",2937.623556,7.517569,60.313583,446.868967,39.104167,7.7648,0.0,0.0,True,[]
S0105,102,T1_027,T1_027,1,燃油,845,14:05:00,1057.656287,17:37:39,2,4,57->37,"[""C057_S007_OF_009"", ""C057_S008_OF_009"", ""C057_S009_OF_009"", ""C037_S001_OF_001""]",2768.166667,7.457577,113.217334,942.550975,245.956174,53.507588,0.093385,242.993828,True,[]
