route_id,vehicle_id,vehicle_type_id,stop_seq,customer_id,service_unit_ids,delivered_weight,delivered_volume,customer_tw_start,customer_tw_start_time,customer_tw_end,customer_tw_end_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,waiting_minutes,late_minutes
S0070,T1_016,1,3,48,"[""C048_S001_OF_012"", ""C048_S002_OF_012""]",1433.121267,3.641583,966,16:06:00,1048,17:28:00,942.827729,15:42:50,966.0,16:06:00,986.0,16:26:00,23.172271,0.0
S0071,T1_014,1,1,48,"[""C048_S003_OF_012"", ""C048_S004_OF_012"", ""C048_S005_OF_012"", ""C048_S006_OF_012""]",2866.242533,7.283166,966,16:06:00,1048,17:28:00,1020.641817,17:00:39,1020.641817,17:00:39,1040.641817,17:20:39,0.0,0.0
S0072,T1_015,1,1,48,"[""C048_S007_OF_012"", ""C048_S008_OF_012"", ""C048_S009_OF_012"", ""C048_S010_OF_012""]",2866.242533,7.283166,966,16:06:00,1048,17:28:00,1108.641817,18:28:39,1108.641817,18:28:39,1128.641817,18:48:39,0.0,60.641817
S0073,T1_016,1,1,48,"[""C048_S011_OF_012"", ""C048_S012_OF_012""]",1433.121267,3.641583,966,16:06:00,1048,17:28:00,1108.641817,18:28:39,1108.641817,18:28:39,1128.641817,18:48:39,0.0,60.641817
S0073,T1_016,1,2,25,"[""C025_S001_OF_004"", ""C025_S002_OF_004""]",1264.06755,2.669195,979,16:19:00,1049,17:29:00,1137.631364,18:57:38,1137.631364,18:57:38,1157.631364,19:17:38,0.0,88.631364
S0074,T1_014,1,1,25,"[""C025_S003_OF_004"", ""C025_S004_OF_004""]",1264.06755,2.669195,979,16:19:00,1049,17:29:00,1167.188399,19:27:11,1167.188399,19:27:11,1187.188399,19:47:11,0.0,118.188399
S0074,T1_014,1,2,92,"[""C092_S001_OF_003"", ""C092_S002_OF_003"", ""C092_S003_OF_003""]",1524.5125,3.82045,887,14:47:00,967,16:07:00,1210.12041,20:10:07,1210.12041,20:10:07,1230.12041,20:30:07,0.0,243.12041
S0075,T1_015,1,1,47,"[""C047_S001_OF_004"", ""C047_S002_OF_004"", ""C047_S003_OF_004"", ""C047_S004_OF_004""]",2791.514978,8.09606,1135,18:55:00,1195,19:55:00,1223.017464,20:23:01,1223.017464,20:23:01,1243.017464,20:43:01,0.0,28.017464
S0076,T4_001,4,1,88,"[""C088_S001_OF_001""]",79.6007,0.53748,604,10:04:00,679,11:19:00,605.43785,10:05:26,605.43785,10:05:26,625.43785,10:25:26,0.0,0.0
S0076,T4_001,4,2,60,"[""C060_S001_OF_014"", ""C060_S002_OF_014"", ""C060_S003_OF_014"", ""C060_S004_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,645.799821,10:45:48,645.799821,10:45:48,665.799821,11:05:48,0.0,0.0
S0077,T4_002,4,1,60,"[""C060_S005_OF_014"", ""C060_S006_OF_014"", ""C060_S007_OF_014"", ""C060_S008_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,631.142528,10:31:09,631.142528,10:31:09,651.142528,10:51:09,0.0,0.0
S0078,T1_011,1,1,60,"[""C060_S009_OF_014"", ""C060_S010_OF_014"", ""C060_S011_OF_014"", ""C060_S012_OF_014""]",2830.465486,7.433597,623,10:23:00,696,11:36:00,631.142528,10:31:09,631.142528,10:31:09,651.142528,10:51:09,0.0,0.0
S0079,T1_017,1,1,60,"[""C060_S013_OF_014"", ""C060_S014_OF_014""]",1415.232743,3.716799,623,10:23:00,696,11:36:00,694.127091,11:34:08,694.127091,11:34:08,714.127091,11:54:08,0.0,0.0
S0079,T1_017,1,2,83,"[""C083_S001_OF_002"", ""C083_S002_OF_002""]",926.8409,2.79316,828,13:48:00,883,14:43:00,781.69519,13:01:42,828.0,13:48:00,848.0,14:08:00,46.30481,0.0
S0079,T1_017,1,3,44,"[""C044_S003_OF_007""]",650.329843,1.660576,1021,17:01:00,1109,18:29:00,913.816753,15:13:49,1021.0,17:01:00,1041.0,17:21:00,107.183247,0.0
S0080,T4_005,4,1,49,"[""C049_S001_OF_006"", ""C049_S002_OF_006"", ""C049_S003_OF_006"", ""C049_S004_OF_006""]",2991.224,9.025967,786,13:06:00,842,14:02:00,888.149681,14:48:09,888.149681,14:48:09,908.149681,15:08:09,0.0,46.149681
S0081,T1_007,1,1,49,"[""C049_S005_OF_006"", ""C049_S006_OF_006""]",1495.612,4.512983,786,13:06:00,842,14:02:00,842.149681,14:02:09,842.149681,14:02:09,862.149681,14:22:09,0.0,0.149681
S0081,T1_007,1,2,57,"[""C057_S001_OF_009"", ""C057_S002_OF_009""]",1468.811778,3.758784,878,14:38:00,959,15:59:00,874.333867,14:34:20,878.0,14:38:00,898.0,14:58:00,3.666133,0.0
S0083,T1_003,1,1,57,"[""C057_S006_OF_009"", ""C057_S007_OF_009"", ""C057_S008_OF_009"", ""C057_S009_OF_009""]",2937.623556,7.517569,878,14:38:00,959,15:59:00,880.719846,14:40:43,880.719846,14:40:43,900.719846,15:00:43,0.0,0.0
S0084,T1_018,1,1,30,"[""C030_S001_OF_001""]",334.852,0.73178,692,11:32:00,782,13:02:00,689.978791,11:29:59,692.0,11:32:00,712.0,11:52:00,2.021209,0.0
S0084,T1_018,1,2,86,"[""C086_S001_OF_001""]",532.895,2.84858,606,10:06:00,695,11:35:00,763.863031,12:43:52,763.863031,12:43:52,783.863031,13:03:52,0.0,68.863031
S0084,T1_018,1,3,53,"[""C053_S001_OF_010"", ""C053_S002_OF_010""]",1392.76918,3.751748,1079,17:59:00,1132,18:52:00,793.349424,13:13:21,1079.0,17:59:00,1099.0,18:19:00,285.650576,0.0
S0085,T1_017,1,1,53,"[""C053_S003_OF_010"", ""C053_S004_OF_010"", ""C053_S005_OF_010"", ""C053_S006_OF_010""]",2785.53836,7.503496,1079,17:59:00,1132,18:52:00,1167.107835,19:27:06,1167.107835,19:27:06,1187.107835,19:47:06,0.0,35.107835
S0086,T1_018,1,1,53,"[""C053_S007_OF_010"", ""C053_S008_OF_010"", ""C053_S009_OF_010"", ""C053_S010_OF_010""]",2785.53836,7.503496,1079,17:59:00,1132,18:52:00,1175.107835,19:35:06,1175.107835,19:35:06,1195.107835,19:55:06,0.0,43.107835
S0086,T1_018,1,2,2,"[""C002_S001_OF_001""]",14.89,0.04317,1073,17:53:00,1129,18:49:00,1225.33611,20:25:20,1225.33611,20:25:20,1245.33611,20:45:20,0.0,96.33611
S0087,T1_019,1,1,7,"[""C007_S001_OF_010"", ""C007_S002_OF_010"", ""C007_S003_OF_010"", ""C007_S004_OF_010""]",2985.29312,7.405757,761,12:41:00,848,14:08:00,847.489396,14:07:29,847.489396,14:07:29,867.489396,14:27:29,0.0,0.0
S0088,T1_019,1,1,7,"[""C007_S005_OF_010"", ""C007_S006_OF_010"", ""C007_S007_OF_010"", ""C007_S008_OF_010""]",2985.29312,7.405757,761,12:41:00,848,14:08:00,1065.428351,17:45:26,1065.428351,17:45:26,1085.428351,18:05:26,0.0,217.428351
S0089,T1_019,1,1,7,"[""C007_S009_OF_010"", ""C007_S010_OF_010""]",1492.64656,3.702878,761,12:41:00,848,14:08:00,1305.428351,21:45:26,1305.428351,21:45:26,1325.428351,22:05:26,0.0,457.428351
S0089,T1_019,1,2,4,"[""C004_S001_OF_002"", ""C004_S002_OF_002""]",1443.5621,3.545771,1169,19:29:00,1237,20:37:00,1336.595969,22:16:36,1336.595969,22:16:36,1356.595969,22:36:36,0.0,99.595969
S0090,T1_020,1,1,38,"[""C038_S001_OF_002"", ""C038_S002_OF_002""]",1261.7326,4.06727,628,10:28:00,694,11:34:00,685.020469,11:25:01,685.020469,11:25:01,705.020469,11:45:01,0.0,0.0
S0090,T1_020,1,2,40,"[""C040_S001_OF_004"", ""C040_S002_OF_004""]",1345.5679,3.97535,1072,17:52:00,1144,19:04:00,740.655624,12:20:39,1072.0,17:52:00,1092.0,18:12:00,331.344376,0.0
S0091,T1_020,1,1,40,"[""C040_S003_OF_004"", ""C040_S004_OF_004""]",1345.5679,3.97535,1072,17:52:00,1144,19:04:00,1292.27823,21:32:17,1292.27823,21:32:17,1312.27823,21:52:17,0.0,148.27823
S0091,T1_020,1,2,36,"[""C036_S001_OF_005"", ""C036_S002_OF_005""]",1323.70188,4.123104,916,15:16:00,981,16:21:00,1333.879097,22:13:53,1333.879097,22:13:53,1353.879097,22:33:53,0.0,352.879097
S0092,T1_021,1,1,36,"[""C036_S003_OF_005"", ""C036_S004_OF_005"", ""C036_S005_OF_005""]",1985.55282,6.184656,916,15:16:00,981,16:21:00,979.803925,16:19:48,979.803925,16:19:48,999.803925,16:39:48,0.0,0.0
S0092,T1_021,1,2,24,"[""C024_S001_OF_002""]",631.08365,1.477995,1011,16:51:00,1096,18:16:00,1010.735441,16:50:44,1011.0,16:51:00,1031.0,17:11:00,0.264559,0.0
S0093,T1_021,1,1,24,"[""C024_S002_OF_002""]",631.08365,1.477995,1011,16:51:00,1096,18:16:00,1193.815729,19:53:49,1193.815729,19:53:49,1213.815729,20:13:49,0.0,97.815729
S0093,T1_021,1,2,80,"[""C080_S001_OF_001""]",506.3405,1.90288,1061,17:41:00,1114,18:34:00,1227.85813,20:27:51,1227.85813,20:27:51,1247.85813,20:47:51,0.0,113.85813
S0093,T1_021,1,3,51,"[""C051_S001_OF_005"", ""C051_S002_OF_005""]",1392.140087,3.903724,1053,17:33:00,1119,18:39:00,1264.368952,21:04:22,1264.368952,21:04:22,1284.368952,21:24:22,0.0,145.368952
S0094,T1_016,1,1,51,"[""C051_S003_OF_005"", ""C051_S004_OF_005"", ""C051_S005_OF_005""]",2088.210131,5.855586,1053,17:33:00,1119,18:39:00,1297.573874,21:37:34,1297.573874,21:37:34,1317.573874,21:57:34,0.0,178.573874
S0094,T1_016,1,2,29,"[""C029_S001_OF_002"", ""C029_S002_OF_002""]",873.945,2.04764,1058,17:38:00,1143,19:03:00,1355.351307,22:35:21,1355.351307,22:35:21,1375.351307,22:55:21,0.0,212.351307
S0095,T1_022,1,1,69,"[""C069_S001_OF_004"", ""C069_S002_OF_004"", ""C069_S003_OF_004"", ""C069_S004_OF_004""]",2288.8859,6.06402,946,15:46:00,1029,17:09:00,946.484426,15:46:29,946.484426,15:46:29,966.484426,16:06:29,0.0,0.0
S0096,T1_022,1,1,63,"[""C063_S001_OF_012"", ""C063_S002_OF_012"", ""C063_S003_OF_012"", ""C063_S004_OF_012""]",2897.663333,7.92595,952,15:52:00,1034,17:14:00,1159.965881,19:19:58,1159.965881,19:19:58,1179.965881,19:39:58,0.0,125.965881
S0097,T1_023,1,1,63,"[""C063_S005_OF_012"", ""C063_S006_OF_012"", ""C063_S007_OF_012"", ""C063_S008_OF_012""]",2897.663333,7.92595,952,15:52:00,1034,17:14:00,951.847237,15:51:51,952.0,15:52:00,972.0,16:12:00,0.152763,0.0
S0098,T1_023,1,1,63,"[""C063_S009_OF_012"", ""C063_S010_OF_012"", ""C063_S011_OF_012"", ""C063_S012_OF_012""]",2897.663333,7.92595,952,15:52:00,1034,17:14:00,1159.965881,19:19:58,1159.965881,19:19:58,1179.965881,19:39:58,0.0,125.965881
S0099,T1_024,1,1,65,"[""C065_S001_OF_009"", ""C065_S002_OF_009"", ""C065_S003_OF_009""]",2184.195567,5.92762,957,15:57:00,1043,17:23:00,958.001021,15:58:00,958.001021,15:58:00,978.001021,16:18:00,0.0,0.0
S0100,T1_024,1,1,65,"[""C065_S004_OF_009"", ""C065_S005_OF_009"", ""C065_S006_OF_009"", ""C065_S007_OF_009""]",2912.260756,7.903493,957,15:57:00,1043,17:23:00,1153.62249,19:13:37,1153.62249,19:13:37,1173.62249,19:33:37,0.0,110.62249
S0101,T1_017,1,1,65,"[""C065_S008_OF_009"", ""C065_S009_OF_009""]",1456.130378,3.951746,957,15:57:00,1043,17:23:00,1303.62249,21:43:37,1303.62249,21:43:37,1323.62249,22:03:37,0.0,260.62249
S0101,T1_017,1,2,68,"[""C068_S001_OF_010"", ""C068_S002_OF_010""]",1482.99748,3.48658,1111,18:31:00,1188,19:48:00,1341.530995,22:21:32,1341.530995,22:21:32,1361.530995,22:41:32,0.0,153.530995
S0102,T1_011,1,1,68,"[""C068_S003_OF_010"", ""C068_S004_OF_010"", ""C068_S005_OF_010"", ""C068_S006_OF_010""]",2965.99496,6.97316,1111,18:31:00,1188,19:48:00,1316.251713,21:56:15,1316.251713,21:56:15,1336.251713,22:16:15,0.0,128.251713
S0103,T1_024,1,1,68,"[""C068_S007_OF_010"", ""C068_S008_OF_010"", ""C068_S009_OF_010"", ""C068_S010_OF_010""]",2965.99496,6.97316,1111,18:31:00,1188,19:48:00,1346.251713,22:26:15,1346.251713,22:26:15,1366.251713,22:46:15,0.0,158.251713
S0104,T1_021,1,1,41,"[""C041_S001_OF_004"", ""C041_S002_OF_004"", ""C041_S003_OF_004"", ""C041_S004_OF_004""]",2786.4185,7.982144,758,12:38:00,831,13:51:00,805.617034,13:25:37,805.617034,13:25:37,825.617034,13:45:37,0.0,0.0
S0105,T1_014,1,1,72,"[""C072_S001_OF_004"", ""C072_S002_OF_004"", ""C072_S003_OF_004"", ""C072_S004_OF_004""]",2725.3232,7.50056,1153,19:13:00,1235,20:35:00,1330.397172,22:10:24,1330.397172,22:10:24,1350.397172,22:30:24,0.0,95.397172
