route_id,route_seq,vehicle_id,vehicle_type_id,energy_type,departure_min,departure_time,return_to_depot_min,return_to_depot_time,stop_count,service_unit_count,customer_sequence,service_unit_ids,total_weight,total_volume,distance_km,route_total_cost_with_startup,energy_cost,carbon_cost,waiting_cost,late_cost,feasible,violations
S0094,92,T1_016,1,燃油,1230,20:30:00,1460.643769,00:20:39,2,5,51->29,"[""C051_S003_OF_005"", ""C051_S004_OF_005"", ""C051_S005_OF_005"", ""C029_S001_OF_002"", ""C029_S002_OF_002""]",2962.155131,7.903226,112.479823,1039.011574,257.271386,55.969204,0.0,325.770985,True,[]
S0095,93,T1_022,1,燃油,866,14:26:00,1066.081847,17:46:05,1,4,69,"[""C069_S001_OF_004"", ""C069_S002_OF_004"", ""C069_S003_OF_004"", ""C069_S004_OF_004""]",2288.8859,6.06402,117.524956,722.178127,264.611982,57.566145,0.0,0.0,True,[]
S0096,94,T1_022,1,燃油,1080,18:00:00,1259.931762,20:59:56,1,4,63,"[""C063_S001_OF_012"", ""C063_S002_OF_012"", ""C063_S003_OF_012"", ""C063_S004_OF_012""]",2897.663333,7.92595,94.35974,774.549765,221.410503,48.167695,0.0,104.971568,True,[]
S0097,95,T1_023,1,燃油,882,14:42:00,1051.965881,17:31:58,1,4,63,"[""C063_S005_OF_012"", ""C063_S006_OF_012"", ""C063_S007_OF_012"", ""C063_S008_OF_012""]",2897.663333,7.92595,94.35974,668.414137,220.412612,47.950604,0.050921,0.0,True,[]
S0098,96,T1_023,1,燃油,1080,18:00:00,1259.931762,20:59:56,1,4,63,"[""C063_S009_OF_012"", ""C063_S010_OF_012"", ""C063_S011_OF_012"", ""C063_S012_OF_012""]",2897.663333,7.92595,94.35974,774.549765,221.410503,48.167695,0.0,104.971568,True,[]
S0099,97,T1_024,1,燃油,890,14:50:00,1051.62351,17:31:37,1,3,65,"[""C065_S001_OF_009"", ""C065_S002_OF_009"", ""C065_S003_OF_009""]",2184.195567,5.92762,86.874538,637.67098,195.204404,42.466577,0.0,0.0,True,[]
S0100,98,T1_024,1,燃油,1080,18:00:00,1247.244979,20:47:15,1,4,65,"[""C065_S004_OF_009"", ""C065_S005_OF_009"", ""C065_S006_OF_009"", ""C065_S007_OF_009""]",2912.260756,7.903493,86.874538,740.581414,204.013103,44.382903,0.0,92.185408,True,[]
S0101,99,T1_017,1,燃油,1230,20:30:00,1447.782708,00:07:47,2,4,65->68,"[""C065_S008_OF_009"", ""C065_S009_OF_009"", ""C068_S001_OF_010"", ""C068_S002_OF_010""]",2939.127858,7.438326,104.891797,1042.039098,243.859694,53.0515,0.0,345.127904,True,[]
S0102,100,T1_011,1,燃油,1230,20:30:00,1422.503425,23:42:30,1,4,68,"[""C068_S003_OF_010"", ""C068_S004_OF_010"", ""C068_S005_OF_010"", ""C068_S006_OF_010""]",2965.99496,6.97316,101.777021,798.75533,239.726563,52.15234,0.0,106.876427,True,[]
S0103,101,T1_024,1,燃油,1260,21:00:00,1452.503425,00:12:30,1,4,68,"[""C068_S007_OF_010"", ""C068_S008_OF_010"", ""C068_S009_OF_010"", ""C068_S010_OF_010""]",2965.99496,6.97316,101.777021,823.75533,239.726563,52.15234,0.0,131.876427,True,[]
S0104,102,T1_021,1,燃油,660,11:00:00,886.387776,14:46:23,1,4,41,"[""C041_S001_OF_004"", ""C041_S002_OF_004"", ""C041_S003_OF_004"", ""C041_S004_OF_004""]",2786.4185,7.982144,112.020733,720.185507,262.975399,57.210108,0.0,0.0,True,[]
S0105,103,T1_014,1,燃油,1260,21:00:00,1420.794344,23:40:48,1,4,72,"[""C072_S001_OF_004"", ""C072_S002_OF_004"", ""C072_S003_OF_004"", ""C072_S004_OF_004""]",2725.3232,7.50056,83.068663,714.532935,193.039655,41.995637,0.0,79.497643,True,[]
