route_id,vehicle_id,vehicle_type_id,arc_seq,from_node,to_node,depart_min,depart_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,travel_minutes,distance_km,waiting_minutes,late_minutes,remaining_weight_after_service,remaining_volume_after_service,energy_cost,carbon_cost,traffic_segments
S0029,T1_002,1,1,0,93,580.0,09:40:00,760.375185,12:40:23,772.0,12:52:00,792.0,13:12:00,180.375185,83.027947,11.624815,0.0,2360.8081,5.97316,219.974305,47.855251,"[{""start_min"": 580.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 18.433333, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 760.375185, ""speed_kmh"": 9.8, ""distance_km"": 11.494614, ""period_label"": ""C""}]"
S0029,T1_002,1,2,93,35,792.0,13:12:00,797.636003,13:17:38,797.636003,13:17:38,817.636003,13:37:38,5.636003,5.194516,0.0,145.636003,668.2295,2.0888,13.134508,2.857403,"[{""start_min"": 792.0, ""end_min"": 797.636003, ""speed_kmh"": 55.3, ""distance_km"": 5.194516, ""period_label"": ""S""}]"
S0029,T1_002,1,3,35,61,817.636003,13:37:38,829.277323,13:49:17,829.277323,13:49:17,849.277323,14:09:17,11.64132,10.729416,0.0,6.277323,0.0,-0.0,22.472959,4.888976,"[{""start_min"": 817.636003, ""end_min"": 829.277323, ""speed_kmh"": 55.3, ""distance_km"": 10.729416, ""period_label"": ""S""}]"
S0029,T1_002,1,4,61,0,849.277323,14:09:17,917.244229,15:17:15,917.244229,15:17:15,917.244229,15:17:15,67.966907,56.923496,0.0,0.0,0.0,-0.0,109.914938,23.911915,"[{""start_min"": 849.277323, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 46.749401, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 917.244229, ""speed_kmh"": 35.4, ""distance_km"": 10.174095, ""period_label"": ""N""}]"
S0030,T1_010,1,1,0,61,685.0,11:25:00,822.611388,13:42:37,822.611388,13:42:37,842.611388,14:02:37,137.611388,56.923496,0.0,0.0,0.0,0.0,155.058792,33.732928,"[{""start_min"": 685.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 2.95, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 14.7, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 822.611388, ""speed_kmh"": 55.3, ""distance_km"": 39.273496, ""period_label"": ""S""}]"
S0030,T1_010,1,2,61,0,842.611388,14:02:37,906.831061,15:06:50,906.831061,15:06:50,906.831061,15:06:50,64.219672,56.923496,0.0,0.0,0.0,0.0,109.648376,23.853925,"[{""start_min"": 842.611388, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 52.89317, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 906.831061, ""speed_kmh"": 35.4, ""distance_km"": 4.030326, ""period_label"": ""N""}]"
S0031,T1_011,1,1,0,61,685.0,11:25:00,822.611388,13:42:37,822.611388,13:42:37,842.611388,14:02:37,137.611388,56.923496,0.0,0.0,0.0,0.0,155.058792,33.732928,"[{""start_min"": 685.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 2.95, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 14.7, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 822.611388, ""speed_kmh"": 55.3, ""distance_km"": 39.273496, ""period_label"": ""S""}]"
S0031,T1_011,1,2,61,0,842.611388,14:02:37,906.831061,15:06:50,906.831061,15:06:50,906.831061,15:06:50,64.219672,56.923496,0.0,0.0,0.0,0.0,109.648376,23.853925,"[{""start_min"": 842.611388, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 52.89317, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 906.831061, ""speed_kmh"": 35.4, ""distance_km"": 4.030326, ""period_label"": ""N""}]"
S0032,T1_010,1,1,0,91,916.0,15:16:00,1015.050555,16:55:03,1015.050555,16:55:03,1035.050555,17:15:03,99.050555,58.439828,0.0,0.0,2903.345765,7.446403,160.493538,34.915253,"[{""start_min"": 916.0, ""end_min"": 1015.050555, ""speed_kmh"": 35.4, ""distance_km"": 58.439828, ""period_label"": ""N""}]"
S0032,T1_010,1,2,91,54,1035.050555,17:15:03,1039.703085,17:19:42,1040.0,17:20:00,1060.0,17:40:00,4.65253,2.744993,0.296915,0.0,677.16208,1.544527,7.487888,1.628985,"[{""start_min"": 1035.050555, ""end_min"": 1039.703085, ""speed_kmh"": 35.4, ""distance_km"": 2.744993, ""period_label"": ""FALLBACK""}]"
S0032,T1_010,1,3,54,31,1060.0,17:40:00,1109.414986,18:29:25,1109.414986,18:29:25,1129.414986,18:49:25,49.414986,29.154842,0.0,43.414986,0.0,-0.0,62.511287,13.599285,"[{""start_min"": 1060.0, ""end_min"": 1109.414986, ""speed_kmh"": 35.4, ""distance_km"": 29.154842, ""period_label"": ""FALLBACK""}]"
S0032,T1_010,1,4,31,0,1129.414986,18:49:25,1218.58202,20:18:35,1218.58202,20:18:35,1218.58202,20:18:35,89.167034,52.60855,0.0,0.0,0.0,-0.0,103.457682,22.507144,"[{""start_min"": 1129.414986, ""end_min"": 1218.58202, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0033,T1_006,1,1,0,54,890.0,14:50:00,1047.269168,17:27:16,1047.269168,17:27:16,1067.269168,17:47:16,157.269168,96.105476,0.0,0.0,0.0,0.0,263.237214,57.267066,"[{""start_min"": 890.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 9.216667, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 70.8, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1047.269168, ""speed_kmh"": 35.4, ""distance_km"": 16.088809, ""period_label"": ""FALLBACK""}]"
S0033,T1_006,1,2,54,0,1067.269168,17:47:16,1230.159805,20:30:10,1230.159805,20:30:10,1230.159805,20:30:10,162.890637,96.105476,0.0,0.0,0.0,0.0,188.99684,41.116126,"[{""start_min"": 1067.269168, ""end_min"": 1230.159805, ""speed_kmh"": 35.4, ""distance_km"": 96.105476, ""period_label"": ""FALLBACK""}]"
S0034,T1_028,1,1,0,54,960.0,16:00:00,1122.890637,18:42:53,1122.890637,18:42:53,1142.890637,19:02:53,162.890637,96.105476,0.0,0.0,656.088933,1.69894,261.628895,56.917177,"[{""start_min"": 960.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 35.4, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1122.890637, ""speed_kmh"": 35.4, ""distance_km"": 60.705476, ""period_label"": ""FALLBACK""}]"
S0034,T1_028,1,2,54,77,1142.890637,19:02:53,1149.8659,19:09:52,1149.8659,19:09:52,1169.8659,19:29:52,6.975264,4.115405,0.0,0.0,0.0,0.0,8.801156,1.914685,"[{""start_min"": 1142.890637, ""end_min"": 1149.8659, ""speed_kmh"": 35.4, ""distance_km"": 4.115405, ""period_label"": ""FALLBACK""}]"
S0034,T1_028,1,3,77,0,1169.8659,19:29:52,1367.019958,22:47:01,1367.019958,22:47:01,1367.019958,22:47:01,197.154058,116.320894,0.0,0.0,0.0,0.0,228.7516,49.764745,"[{""start_min"": 1169.8659, ""end_min"": 1367.019958, ""speed_kmh"": 35.4, ""distance_km"": 116.320894, ""period_label"": ""FALLBACK""}]"
S0035,T1_035,1,1,0,77,939.0,15:39:00,1136.154058,18:56:09,1136.154058,18:56:09,1156.154058,19:16:09,197.154058,116.320894,0.0,0.0,1418.66275,4.091432,312.042822,67.88469,"[{""start_min"": 939.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 47.79, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1136.154058, ""speed_kmh"": 35.4, ""distance_km"": 68.530894, ""period_label"": ""FALLBACK""}]"
S0035,T1_035,1,2,77,70,1156.154058,19:16:09,1163.541864,19:23:33,1163.541864,19:23:33,1183.541864,19:43:33,7.387806,4.358806,0.0,408.541864,-0.0,0.0,10.193244,2.217533,"[{""start_min"": 1156.154058, ""end_min"": 1163.541864, ""speed_kmh"": 35.4, ""distance_km"": 4.358806, ""period_label"": ""FALLBACK""}]"
S0035,T1_035,1,3,70,0,1183.541864,19:43:33,1387.339497,23:07:20,1387.339497,23:07:20,1387.339497,23:07:20,203.797633,120.240603,0.0,0.0,-0.0,0.0,236.459929,51.441687,"[{""start_min"": 1183.541864, ""end_min"": 1387.339497, ""speed_kmh"": 35.4, ""distance_km"": 120.240603, ""period_label"": ""FALLBACK""}]"
S0036,T4_001,4,1,0,70,520.0,08:40:00,742.493489,12:22:30,742.493489,12:22:30,762.493489,12:42:30,222.493489,120.240603,0.0,0.0,0.0,0.0,88.986045,17.669698,"[{""start_min"": 520.0, ""end_min"": 540.0, ""speed_kmh"": 9.8, ""distance_km"": 3.266667, ""period_label"": ""C""}, {""start_min"": 540.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 55.3, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 742.493489, ""speed_kmh"": 9.8, ""distance_km"": 8.573937, ""period_label"": ""C""}]"
S0036,T4_001,4,2,70,0,762.493489,12:42:30,911.49357,15:11:30,911.49357,15:11:30,911.49357,15:11:30,149.000081,120.240603,0.0,0.0,0.0,0.0,66.767563,13.257839,"[{""start_min"": 762.493489, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 2.859397, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 110.6, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 911.49357, ""speed_kmh"": 35.4, ""distance_km"": 6.781206, ""period_label"": ""N""}]"
S0037,T4_002,4,1,0,70,532.0,08:52:00,754.493489,12:34:30,754.493489,12:34:30,774.493489,12:54:30,222.493489,120.240603,0.0,0.0,1341.630533,3.335723,88.385208,17.550392,"[{""start_min"": 532.0, ""end_min"": 540.0, ""speed_kmh"": 9.8, ""distance_km"": 1.306667, ""period_label"": ""C""}, {""start_min"": 540.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 55.3, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 754.493489, ""speed_kmh"": 9.8, ""distance_km"": 10.533937, ""period_label"": ""C""}]"
S0037,T4_002,4,2,70,39,774.493489,12:54:30,782.2569,13:02:15,848.0,14:08:00,868.0,14:28:00,7.763411,2.979506,65.7431,0.0,0.0,0.0,1.934511,0.38413,"[{""start_min"": 774.493489, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 0.899397, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 782.2569, ""speed_kmh"": 55.3, ""distance_km"": 2.080109, ""period_label"": ""S""}]"
S0037,T4_002,4,3,39,0,868.0,14:28:00,1014.561608,16:54:34,1014.561608,16:54:34,1014.561608,16:54:34,146.561608,97.084682,0.0,0.0,0.0,0.0,53.718254,10.666676,"[{""start_min"": 868.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 29.493333, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 1014.561608, ""speed_kmh"": 35.4, ""distance_km"": 67.591349, ""period_label"": ""N""}]"
S0038,T4_003,4,1,0,39,794.0,13:14:00,899.336002,14:59:20,899.336002,14:59:20,919.336002,15:19:20,105.336002,97.084682,0.0,0.0,71.748,0.3379,71.187715,14.135536,"[{""start_min"": 794.0, ""end_min"": 899.336002, ""speed_kmh"": 55.3, ""distance_km"": 97.084682, ""period_label"": ""S""}]"
S0038,T4_003,4,2,39,89,919.336002,15:19:20,952.984562,15:52:59,971.0,16:11:00,991.0,16:31:00,33.64856,19.85265,18.015438,0.0,25.5,0.0646,11.062832,2.196714,"[{""start_min"": 919.336002, ""end_min"": 952.984562, ""speed_kmh"": 35.4, ""distance_km"": 19.85265, ""period_label"": ""N""}]"
S0038,T4_003,4,3,89,98,991.0,16:31:00,1045.745072,17:25:45,1158.0,19:18:00,1178.0,19:38:00,54.745072,32.299592,112.254928,0.0,0.0,0.0,17.902546,3.554856,"[{""start_min"": 991.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.11, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1045.745072, ""speed_kmh"": 35.4, ""distance_km"": 15.189592, ""period_label"": ""FALLBACK""}]"
S0038,T4_003,4,4,98,0,1178.0,19:38:00,1359.932611,22:39:56,1359.932611,22:39:56,1359.932611,22:39:56,181.932611,107.34024,0.0,0.0,0.0,0.0,59.318509,11.778703,"[{""start_min"": 1178.0, ""end_min"": 1359.932611, ""speed_kmh"": 35.4, ""distance_km"": 107.34024, ""period_label"": ""FALLBACK""}]"
S0039,T4_004,4,1,0,87,555.0,09:15:00,689.537257,11:29:32,689.537257,11:29:32,709.537257,11:49:32,134.537257,94.301982,0.0,0.0,2655.87176,8.709296,69.48257,13.796951,"[{""start_min"": 555.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 41.475, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 689.537257, ""speed_kmh"": 35.4, ""distance_km"": 52.826982, ""period_label"": ""N""}]"
S0039,T4_004,4,2,87,46,709.537257,11:49:32,720.791536,12:00:47,720.791536,12:00:47,740.791536,12:20:47,11.254278,1.838199,0.0,0.0,0.0,0.0,1.387921,0.275595,"[{""start_min"": 709.537257, ""end_min"": 720.791536, ""speed_kmh"": 9.8, ""distance_km"": 1.838199, ""period_label"": ""C""}]"
S0039,T4_004,4,3,46,0,740.791536,12:20:47,843.791009,14:03:47,843.791009,14:03:47,843.791009,14:03:47,102.999473,65.198096,0.0,0.0,0.0,0.0,36.316294,7.21122,"[{""start_min"": 740.791536, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 6.404049, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 843.791009, ""speed_kmh"": 55.3, ""distance_km"": 58.794046, ""period_label"": ""S""}]"
S0040,T1_003,1,1,0,46,580.0,09:40:00,679.262309,11:19:16,679.262309,11:19:16,699.262309,11:39:16,99.262309,65.198096,0.0,0.0,2324.7252,5.84934,178.190255,38.765161,"[{""start_min"": 580.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 18.433333, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 679.262309, ""speed_kmh"": 35.4, ""distance_km"": 46.764762, ""period_label"": ""N""}]"
S0040,T1_003,1,2,46,32,699.262309,11:39:16,741.748395,12:21:45,788.0,13:08:00,808.0,13:28:00,42.486086,6.939394,46.251605,0.0,1882.391,4.7241,20.398517,4.437683,"[{""start_min"": 699.262309, ""end_min"": 741.748395, ""speed_kmh"": 9.8, ""distance_km"": 6.939394, ""period_label"": ""C""}]"
S0040,T1_003,1,3,32,78,808.0,13:28:00,838.838893,13:58:50,1194.0,19:54:00,1214.0,20:14:00,30.838893,28.42318,355.161107,0.0,0.0,0.0,68.382096,14.876476,"[{""start_min"": 808.0, ""end_min"": 838.838893, ""speed_kmh"": 55.3, ""distance_km"": 28.42318, ""period_label"": ""S""}]"
S0040,T1_003,1,4,78,0,1214.0,20:14:00,1336.932598,22:16:56,1336.932598,22:16:56,1336.932598,22:16:56,122.932598,72.530233,0.0,0.0,0.0,0.0,142.634794,31.030096,"[{""start_min"": 1214.0, ""end_min"": 1336.932598, ""speed_kmh"": 35.4, ""distance_km"": 72.530233, ""period_label"": ""FALLBACK""}]"
S0042,T4_006,4,1,0,85,563.0,09:23:00,600.702157,10:00:42,600.702157,10:00:42,620.702157,10:20:42,37.702157,34.51594,0.0,0.0,2315.13,7.36652,25.651685,5.09358,"[{""start_min"": 563.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 34.101667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 600.702157, ""speed_kmh"": 35.4, ""distance_km"": 0.414273, ""period_label"": ""N""}]"
S0042,T4_006,4,2,85,79,620.702157,10:20:42,638.520998,10:38:31,638.520998,10:38:31,658.520998,10:58:31,17.818841,10.513116,0.0,0.0,0.0,0.0,7.378983,1.465223,"[{""start_min"": 620.702157, ""end_min"": 638.520998, ""speed_kmh"": 35.4, ""distance_km"": 10.513116, ""period_label"": ""N""}]"
S0042,T4_006,4,3,79,0,658.520998,10:58:31,821.027514,13:41:02,821.027514,13:41:02,821.027514,13:41:02,162.506516,71.086303,0.0,0.0,0.0,0.0,39.720004,7.887085,"[{""start_min"": 658.520998, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 18.572611, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 14.7, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 821.027514, ""speed_kmh"": 55.3, ""distance_km"": 37.813692, ""period_label"": ""S""}]"
S0043,T1_034,1,1,0,31,949.0,15:49:00,1038.167034,17:18:10,1038.167034,17:18:10,1058.167034,17:38:10,89.167034,52.60855,0.0,0.0,0.0,0.0,140.821745,30.635669,"[{""start_min"": 949.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 41.89, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1038.167034, ""speed_kmh"": 35.4, ""distance_km"": 10.71855, ""period_label"": ""FALLBACK""}]"
S0043,T1_034,1,2,31,0,1058.167034,17:38:10,1147.334069,19:07:20,1147.334069,19:07:20,1147.334069,19:07:20,89.167034,52.60855,0.0,0.0,0.0,0.0,103.457682,22.507144,"[{""start_min"": 1058.167034, ""end_min"": 1147.334069, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0044,T1_017,1,1,0,31,949.0,15:49:00,1038.167034,17:18:10,1038.167034,17:18:10,1058.167034,17:38:10,89.167034,52.60855,0.0,0.0,0.0,0.0,140.821745,30.635669,"[{""start_min"": 949.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 41.89, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1038.167034, ""speed_kmh"": 35.4, ""distance_km"": 10.71855, ""period_label"": ""FALLBACK""}]"
S0044,T1_017,1,2,31,0,1058.167034,17:38:10,1147.334069,19:07:20,1147.334069,19:07:20,1147.334069,19:07:20,89.167034,52.60855,0.0,0.0,0.0,0.0,103.457682,22.507144,"[{""start_min"": 1058.167034, ""end_min"": 1147.334069, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0046,T1_002,1,1,0,81,928.0,15:28:00,1024.257217,17:04:15,1024.257217,17:04:15,1044.257217,17:24:15,96.257217,56.791758,0.0,0.0,1493.082,4.67276,153.926052,33.486501,"[{""start_min"": 928.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 54.28, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1024.257217, ""speed_kmh"": 35.4, ""distance_km"": 2.511758, ""period_label"": ""FALLBACK""}]"
S0046,T1_002,1,2,81,82,1044.257217,17:24:15,1050.395931,17:30:24,1050.395931,17:30:24,1070.395931,17:50:24,6.138714,3.621841,0.0,268.395931,0.0,0.0,8.540496,1.857979,"[{""start_min"": 1044.257217, ""end_min"": 1050.395931, ""speed_kmh"": 35.4, ""distance_km"": 3.621841, ""period_label"": ""FALLBACK""}]"
S0046,T1_002,1,3,82,0,1070.395931,17:50:24,1171.342956,19:31:21,1171.342956,19:31:21,1171.342956,19:31:21,100.947026,59.558745,0.0,0.0,0.0,0.0,117.125632,25.480597,"[{""start_min"": 1070.395931, ""end_min"": 1171.342956, ""speed_kmh"": 35.4, ""distance_km"": 59.558745, ""period_label"": ""FALLBACK""}]"
S0047,T4_003,4,1,0,66,540.0,09:00:00,592.0477,09:52:03,592.0477,09:52:03,612.0477,10:12:03,52.0477,47.97063,0.0,0.0,85.2,0.1931,35.632547,7.075451,"[{""start_min"": 540.0, ""end_min"": 592.0477, ""speed_kmh"": 55.3, ""distance_km"": 47.97063, ""period_label"": ""S""}]"
S0047,T4_003,4,2,66,16,612.0477,10:12:03,623.961137,10:23:58,623.961137,10:23:58,643.961137,10:43:58,11.913437,7.028928,0.0,0.0,-0.0,-0.0,3.922946,0.778968,"[{""start_min"": 612.0477, ""end_min"": 623.961137, ""speed_kmh"": 35.4, ""distance_km"": 7.028928, ""period_label"": ""N""}]"
S0047,T4_003,4,3,16,0,643.961137,10:43:58,783.012149,13:03:01,783.012149,13:03:01,783.012149,13:03:01,139.051012,44.639126,0.0,0.0,-0.0,-0.0,25.024914,4.969124,"[{""start_min"": 643.961137, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 27.162929, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 14.7, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 783.012149, ""speed_kmh"": 55.3, ""distance_km"": 2.776197, ""period_label"": ""S""}]"
S0048,T1_012,1,1,0,43,953.0,15:53:00,1018.404301,16:58:24,1018.404301,16:58:24,1038.404301,17:18:24,65.404301,38.588538,0.0,0.0,0.0,0.0,105.151742,22.875686,"[{""start_min"": 953.0, ""end_min"": 1018.404301, ""speed_kmh"": 35.4, ""distance_km"": 38.588538, ""period_label"": ""N""}]"
S0048,T1_012,1,2,43,0,1038.404301,17:18:24,1103.808602,18:23:49,1103.808602,18:23:49,1103.808602,18:23:49,65.404301,38.588538,0.0,0.0,0.0,0.0,75.886536,16.509061,"[{""start_min"": 1038.404301, ""end_min"": 1103.808602, ""speed_kmh"": 35.4, ""distance_km"": 38.588538, ""period_label"": ""FALLBACK""}]"
S0049,T1_033,1,1,0,43,947.0,15:47:00,1012.404301,16:52:24,1013.0,16:53:00,1033.0,17:13:00,65.404301,38.588538,0.595699,0.0,724.9907,2.301671,105.171045,22.879885,"[{""start_min"": 947.0, ""end_min"": 1012.404301, ""speed_kmh"": 35.4, ""distance_km"": 38.588538, ""period_label"": ""N""}]"
S0049,T1_033,1,2,43,45,1033.0,17:13:00,1039.597003,17:19:36,1039.597003,17:19:36,1059.597003,17:39:36,6.597003,3.892232,0.0,43.597003,-0.0,0.0,8.394198,1.826152,"[{""start_min"": 1033.0, ""end_min"": 1039.597003, ""speed_kmh"": 35.4, ""distance_km"": 3.892232, ""period_label"": ""FALLBACK""}]"
S0049,T1_033,1,3,45,0,1059.597003,17:39:36,1131.38655,18:51:23,1131.38655,18:51:23,1131.38655,18:51:23,71.789547,42.355833,0.0,0.0,-0.0,0.0,83.295135,18.120796,"[{""start_min"": 1059.597003, ""end_min"": 1131.38655, ""speed_kmh"": 35.4, ""distance_km"": 42.355833, ""period_label"": ""FALLBACK""}]"
S0050,T4_007,4,1,0,45,900.0,15:00:00,971.789547,16:11:47,971.789547,16:11:47,991.789547,16:31:47,71.789547,42.355833,0.0,0.0,0.0,0.0,31.325916,6.220295,"[{""start_min"": 900.0, ""end_min"": 971.789547, ""speed_kmh"": 35.4, ""distance_km"": 42.355833, ""period_label"": ""N""}]"
S0050,T4_007,4,2,45,0,991.789547,16:31:47,1063.579094,17:43:35,1063.579094,17:43:35,1063.579094,17:43:35,71.789547,42.355833,0.0,0.0,0.0,0.0,23.406738,4.647807,"[{""start_min"": 991.789547, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 16.644167, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1063.579094, ""speed_kmh"": 35.4, ""distance_km"": 25.711666, ""period_label"": ""FALLBACK""}]"
S0051,T4_001,4,1,0,45,924.0,15:24:00,995.789547,16:35:47,995.789547,16:35:47,1015.789547,16:55:47,71.789547,42.355833,0.0,0.0,651.4623,1.59206,31.125125,6.180425,"[{""start_min"": 924.0, ""end_min"": 995.789547, ""speed_kmh"": 35.4, ""distance_km"": 42.355833, ""period_label"": ""N""}]"
S0051,T4_001,4,2,45,28,1015.789547,16:55:47,1024.105558,17:04:06,1167.0,19:27:00,1187.0,19:47:00,8.316011,4.906447,142.894442,0.0,0.0,0.0,2.917485,0.579316,"[{""start_min"": 1015.789547, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 2.484167, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1024.105558, ""speed_kmh"": 35.4, ""distance_km"": 2.422279, ""period_label"": ""FALLBACK""}]"
S0051,T4_001,4,3,28,0,1187.0,19:47:00,1290.901538,21:30:54,1290.901538,21:30:54,1290.901538,21:30:54,103.901538,61.301908,0.0,0.0,0.0,0.0,33.876743,6.726806,"[{""start_min"": 1187.0, ""end_min"": 1290.901538, ""speed_kmh"": 35.4, ""distance_km"": 61.301908, ""period_label"": ""FALLBACK""}]"
S0052,T4_006,4,1,0,28,1080.0,18:00:00,1183.901538,19:43:54,1183.901538,19:43:54,1203.901538,20:03:54,103.901538,61.301908,0.0,0.0,0.0,0.0,44.175806,8.771861,"[{""start_min"": 1080.0, ""end_min"": 1183.901538, ""speed_kmh"": 35.4, ""distance_km"": 61.301908, ""period_label"": ""FALLBACK""}]"
S0052,T4_006,4,2,28,0,1203.901538,20:03:54,1307.803077,21:47:48,1307.803077,21:47:48,1307.803077,21:47:48,103.901538,61.301908,0.0,0.0,0.0,0.0,33.876743,6.726806,"[{""start_min"": 1203.901538, ""end_min"": 1307.803077, ""speed_kmh"": 35.4, ""distance_km"": 61.301908, ""period_label"": ""FALLBACK""}]"
S0053,T4_005,4,1,0,67,1050.0,17:30:00,1136.362952,18:56:22,1136.362952,18:56:22,1156.362952,19:16:22,86.362952,50.954142,0.0,0.0,0.0,0.0,37.605085,7.467132,"[{""start_min"": 1050.0, ""end_min"": 1136.362952, ""speed_kmh"": 35.4, ""distance_km"": 50.954142, ""period_label"": ""FALLBACK""}]"
S0053,T4_005,4,2,67,0,1156.362952,19:16:22,1242.725904,20:42:44,1242.725904,20:42:44,1242.725904,20:42:44,86.362952,50.954142,0.0,0.0,0.0,0.0,28.158347,5.591321,"[{""start_min"": 1156.362952, ""end_min"": 1242.725904, ""speed_kmh"": 35.4, ""distance_km"": 50.954142, ""period_label"": ""FALLBACK""}]"
S0054,T1_025,1,1,0,94,780.0,13:00:00,835.487951,13:55:29,835.487951,13:55:29,855.487951,14:15:29,55.487951,51.141395,0.0,0.0,2826.06436,7.091768,135.534478,29.485428,"[{""start_min"": 780.0, ""end_min"": 835.487951, ""speed_kmh"": 55.3, ""distance_km"": 51.141395, ""period_label"": ""S""}]"
S0054,T1_025,1,2,94,56,855.487951,14:15:29,870.368986,14:30:22,870.368986,14:30:22,890.368986,14:50:22,14.881035,13.715353,0.0,0.0,0.0,0.0,36.316004,7.90052,"[{""start_min"": 855.487951, ""end_min"": 870.368986, ""speed_kmh"": 55.3, ""distance_km"": 13.715353, ""period_label"": ""S""}]"
